"Age","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030"
41,0.000423,0.0006026,0.0008422,0.0011541,0.0015383,0.0019852,0.0024961,0.0030375,0.0035756,0.0043988,0.0045557,0.0047438,0.0057163,0.0062565,0.0067275,0.0071264,0.0074449,0.0077062,0.0078852,0.0074171,0.0060376,0.0045381,0.0035672,0.0029737,0.0025357,0.0022287,0.0019932,0.0017141,0.0015058,0.0013366,0.0012063,0.0010536,0.0008731,0.0007347,0.0006691,0.0005689,0.0004874,0.0004258,0.0003778,0.0003004,0.0002474,0.0002131,0.0001861,0.0001638,0.0001459,0.0001316
42,0.000423,0.0006026,0.0008422,0.0011541,0.0015383,0.0019852,0.0024961,0.0030375,0.0035756,0.0043988,0.0045557,0.0047438,0.0057163,0.0062565,0.0067275,0.0071264,0.0074449,0.0077062,0.0078852,0.0074171,0.0060376,0.0045381,0.0035672,0.0029737,0.0025357,0.0022287,0.0019932,0.0017141,0.0015058,0.0013366,0.0012063,0.0010536,0.0008731,0.0007347,0.0006691,0.0005689,0.0004874,0.0004258,0.0003778,0.0003004,0.0002474,0.0002131,0.0001861,0.0001638,0.0001459,0.0001316
43,0.000423,0.0006026,0.0008422,0.0011541,0.0015383,0.0019852,0.0024961,0.0030375,0.0035756,0.0043988,0.0045557,0.0047438,0.0057163,0.0062565,0.0067275,0.0071264,0.0074449,0.0077062,0.0078852,0.0074171,0.0060376,0.0045381,0.0035672,0.0029737,0.0025357,0.0022287,0.0019932,0.0017141,0.0015058,0.0013366,0.0012063,0.0010536,0.0008731,0.0007347,0.0006691,0.0005689,0.0004874,0.0004258,0.0003778,0.0003004,0.0002474,0.0002131,0.0001861,0.0001638,0.0001459,0.0001316
44,0.000423,0.0006026,0.0008422,0.0011541,0.0015383,0.0019852,0.0024961,0.0030375,0.0035756,0.0043988,0.0045557,0.0047438,0.0057163,0.0062565,0.0067275,0.0071264,0.0074449,0.0077062,0.0078852,0.0074171,0.0060376,0.0045381,0.0035672,0.0029737,0.0025357,0.0022287,0.0019932,0.0017141,0.0015058,0.0013366,0.0012063,0.0010536,0.0008731,0.0007347,0.0006691,0.0005689,0.0004874,0.0004258,0.0003778,0.0003004,0.0002474,0.0002131,0.0001861,0.0001638,0.0001459,0.0001316
45,0.0004343,0.0006174,0.0008623,0.001181,0.0015742,0.0020329,0.0025542,0.0031067,0.0036671,0.004652,0.0047131,0.0049146,0.006004,0.0066535,0.007113,0.0074802,0.0077664,0.0079934,0.008175,0.0077667,0.0064453,0.0049759,0.0040122,0.0034103,0.0029558,0.0026356,0.0023284,0.002023,0.0018013,0.0016222,0.0014874,0.0013815,0.0011771,0.0010296,0.0009801,0.0008686,0.0007597,0.0006892,0.0006318,0.0005196,0.0004416,0.0003851,0.0003352,0.0002899,0.0002494,0.0002143
46,0.0004343,0.0006174,0.0008623,0.001181,0.0015742,0.0020329,0.0025542,0.0031067,0.0036671,0.004652,0.0047131,0.0049146,0.006004,0.0066535,0.007113,0.0074802,0.0077664,0.0079934,0.008175,0.0077667,0.0064453,0.0049759,0.0040122,0.0034103,0.0029558,0.0026356,0.0023284,0.002023,0.0018013,0.0016222,0.0014874,0.0013815,0.0011771,0.0010296,0.0009801,0.0008686,0.0007597,0.0006892,0.0006318,0.0005196,0.0004416,0.0003851,0.0003352,0.0002899,0.0002494,0.0002143
47,0.0004343,0.0006174,0.0008623,0.001181,0.0015742,0.0020329,0.0025542,0.0031067,0.0036671,0.004652,0.0047131,0.0049146,0.006004,0.0066535,0.007113,0.0074802,0.0077664,0.0079934,0.008175,0.0077667,0.0064453,0.0049759,0.0040122,0.0034103,0.0029558,0.0026356,0.0023284,0.002023,0.0018013,0.0016222,0.0014874,0.0013815,0.0011771,0.0010296,0.0009801,0.0008686,0.0007597,0.0006892,0.0006318,0.0005196,0.0004416,0.0003851,0.0003352,0.0002899,0.0002494,0.0002143
48,0.0004343,0.0006174,0.0008623,0.001181,0.0015742,0.0020329,0.0025542,0.0031067,0.0036671,0.004652,0.0047131,0.0049146,0.006004,0.0066535,0.007113,0.0074802,0.0077664,0.0079934,0.008175,0.0077667,0.0064453,0.0049759,0.0040122,0.0034103,0.0029558,0.0026356,0.0023284,0.002023,0.0018013,0.0016222,0.0014874,0.0013815,0.0011771,0.0010296,0.0009801,0.0008686,0.0007597,0.0006892,0.0006318,0.0005196,0.0004416,0.0003851,0.0003352,0.0002899,0.0002494,0.0002143
49,0.0004343,0.0006174,0.0008623,0.001181,0.0015742,0.0020329,0.0025542,0.0031067,0.0036671,0.004652,0.0047131,0.0049146,0.006004,0.0066535,0.007113,0.0074802,0.0077664,0.0079934,0.008175,0.0077667,0.0064453,0.0049759,0.0040122,0.0034103,0.0029558,0.0026356,0.0023284,0.002023,0.0018013,0.0016222,0.0014874,0.0013815,0.0011771,0.0010296,0.0009801,0.0008686,0.0007597,0.0006892,0.0006318,0.0005196,0.0004416,0.0003851,0.0003352,0.0002899,0.0002494,0.0002143
50,0.0003511,0.0004979,0.0006928,0.0009449,0.001255,0.001617,0.0020291,0.0024647,0.0029047,0.0036025,0.0037805,0.003942,0.0047842,0.0053178,0.0056815,0.0059729,0.0062099,0.0063593,0.0064269,0.0060409,0.0049458,0.0037795,0.0030405,0.0025987,0.002283,0.0020778,0.0018799,0.0016757,0.0015314,0.0014178,0.0013408,0.0012592,0.0011133,0.0010143,0.0010069,0.0009365,0.0008956,0.0008592,0.0008315,0.000733,0.0006669,0.0006042,0.0005517,0.0004985,0.000446,0.0003946
51,0.0003511,0.0004979,0.0006928,0.0009449,0.001255,0.001617,0.0020291,0.0024647,0.0029047,0.0036025,0.0037805,0.003942,0.0047842,0.0053178,0.0056815,0.0059729,0.0062099,0.0063593,0.0064269,0.0060409,0.0049458,0.0037795,0.0030405,0.0025987,0.002283,0.0020778,0.0018799,0.0016757,0.0015314,0.0014178,0.0013408,0.0012592,0.0011133,0.0010143,0.0010069,0.0009365,0.0008956,0.0008592,0.0008315,0.000733,0.0006669,0.0006042,0.0005517,0.0004985,0.000446,0.0003946
52,0.0003511,0.0004979,0.0006928,0.0009449,0.001255,0.001617,0.0020291,0.0024647,0.0029047,0.0036025,0.0037805,0.003942,0.0047842,0.0053178,0.0056815,0.0059729,0.0062099,0.0063593,0.0064269,0.0060409,0.0049458,0.0037795,0.0030405,0.0025987,0.002283,0.0020778,0.0018799,0.0016757,0.0015314,0.0014178,0.0013408,0.0012592,0.0011133,0.0010143,0.0010069,0.0009365,0.0008956,0.0008592,0.0008315,0.000733,0.0006669,0.0006042,0.0005517,0.0004985,0.000446,0.0003946
53,0.0003511,0.0004979,0.0006928,0.0009449,0.001255,0.001617,0.0020291,0.0024647,0.0029047,0.0036025,0.0037805,0.003942,0.0047842,0.0053178,0.0056815,0.0059729,0.0062099,0.0063593,0.0064269,0.0060409,0.0049458,0.0037795,0.0030405,0.0025987,0.002283,0.0020778,0.0018799,0.0016757,0.0015314,0.0014178,0.0013408,0.0012592,0.0011133,0.0010143,0.0010069,0.0009365,0.0008956,0.0008592,0.0008315,0.000733,0.0006669,0.0006042,0.0005517,0.0004985,0.000446,0.0003946
54,0.0003511,0.0004979,0.0006928,0.0009449,0.001255,0.001617,0.0020291,0.0024647,0.0029047,0.0036025,0.0037805,0.003942,0.0047842,0.0053178,0.0056815,0.0059729,0.0062099,0.0063593,0.0064269,0.0060409,0.0049458,0.0037795,0.0030405,0.0025987,0.002283,0.0020778,0.0018799,0.0016757,0.0015314,0.0014178,0.0013408,0.0012592,0.0011133,0.0010143,0.0010069,0.0009365,0.0008956,0.0008592,0.0008315,0.000733,0.0006669,0.0006042,0.0005517,0.0004985,0.000446,0.0003946
55,0.0002775,0.0003867,0.0005304,0.0007146,0.0009423,0.0012097,0.0015139,0.0018297,0.0021445,0.0026325,0.0027272,0.0028277,0.0034369,0.0037365,0.0039981,0.0042201,0.0044018,0.0045075,0.0045406,0.0043095,0.0035591,0.0027442,0.0022195,0.0018937,0.0016491,0.0014863,0.0013355,0.0011934,0.0011005,0.0010374,0.001007,0.0009793,0.0008987,0.0008502,0.0008753,0.0008486,0.0008224,0.0008221,0.0008312,0.0007721,0.0007384,0.0007329,0.0007061,0.0006733,0.0006355,0.0005945
56,0.0002775,0.0003867,0.0005304,0.0007146,0.0009423,0.0012097,0.0015139,0.0018297,0.0021445,0.0026325,0.0027272,0.0028277,0.0034369,0.0037365,0.0039981,0.0042201,0.0044018,0.0045075,0.0045406,0.0043095,0.0035591,0.0027442,0.0022195,0.0018937,0.0016491,0.0014863,0.0013355,0.0011934,0.0011005,0.0010374,0.001007,0.0009793,0.0008987,0.0008502,0.0008753,0.0008486,0.0008224,0.0008221,0.0008312,0.0007721,0.0007384,0.0007329,0.0007061,0.0006733,0.0006355,0.0005945
57,0.0002775,0.0003867,0.0005304,0.0007146,0.0009423,0.0012097,0.0015139,0.0018297,0.0021445,0.0026325,0.0027272,0.0028277,0.0034369,0.0037365,0.0039981,0.0042201,0.0044018,0.0045075,0.0045406,0.0043095,0.0035591,0.0027442,0.0022195,0.0018937,0.0016491,0.0014863,0.0013355,0.0011934,0.0011005,0.0010374,0.001007,0.0009793,0.0008987,0.0008502,0.0008753,0.0008486,0.0008224,0.0008221,0.0008312,0.0007721,0.0007384,0.0007329,0.0007061,0.0006733,0.0006355,0.0005945
58,0.0002775,0.0003867,0.0005304,0.0007146,0.0009423,0.0012097,0.0015139,0.0018297,0.0021445,0.0026325,0.0027272,0.0028277,0.0034369,0.0037365,0.0039981,0.0042201,0.0044018,0.0045075,0.0045406,0.0043095,0.0035591,0.0027442,0.0022195,0.0018937,0.0016491,0.0014863,0.0013355,0.0011934,0.0011005,0.0010374,0.001007,0.0009793,0.0008987,0.0008502,0.0008753,0.0008486,0.0008224,0.0008221,0.0008312,0.0007721,0.0007384,0.0007329,0.0007061,0.0006733,0.0006355,0.0005945
59,0.0002775,0.0003867,0.0005304,0.0007146,0.0009423,0.0012097,0.0015139,0.0018297,0.0021445,0.0026325,0.0027272,0.0028277,0.0034369,0.0037365,0.0039981,0.0042201,0.0044018,0.0045075,0.0045406,0.0043095,0.0035591,0.0027442,0.0022195,0.0018937,0.0016491,0.0014863,0.0013355,0.0011934,0.0011005,0.0010374,0.001007,0.0009793,0.0008987,0.0008502,0.0008753,0.0008486,0.0008224,0.0008221,0.0008312,0.0007721,0.0007384,0.0007329,0.0007061,0.0006733,0.0006355,0.0005945
60,0.000218,0.0003091,0.0004285,0.0005779,0.0007545,0.0009539,0.0011738,0.0014002,0.0016245,0.001956,0.0020233,0.0020918,0.002533,0.0027137,0.0028769,0.0030045,0.0030936,0.0031558,0.0031876,0.0029891,0.0024605,0.001897,0.001538,0.0013212,0.0011623,0.0010576,0.0009597,0.0008672,0.0008014,0.0007523,0.0007262,0.0007047,0.0006494,0.0006218,0.0006538,0.0006525,0.0006533,0.0006771,0.0007097,0.0006855,0.0006819,0.0006854,0.0006863,0.0006819,0.0006722,0.000657
61,0.000218,0.0003091,0.0004285,0.0005779,0.0007545,0.0009539,0.0011738,0.0014002,0.0016245,0.001956,0.0020233,0.0020918,0.002533,0.0027137,0.0028769,0.0030045,0.0030936,0.0031558,0.0031876,0.0029891,0.0024605,0.001897,0.001538,0.0013212,0.0011623,0.0010576,0.0009597,0.0008672,0.0008014,0.0007523,0.0007262,0.0007047,0.0006494,0.0006218,0.0006538,0.0006525,0.0006533,0.0006771,0.0007097,0.0006855,0.0006819,0.0006854,0.0006863,0.0006819,0.0006722,0.000657
62,0.000218,0.0003091,0.0004285,0.0005779,0.0007545,0.0009539,0.0011738,0.0014002,0.0016245,0.001956,0.0020233,0.0020918,0.002533,0.0027137,0.0028769,0.0030045,0.0030936,0.0031558,0.0031876,0.0029891,0.0024605,0.001897,0.001538,0.0013212,0.0011623,0.0010576,0.0009597,0.0008672,0.0008014,0.0007523,0.0007262,0.0007047,0.0006494,0.0006218,0.0006538,0.0006525,0.0006533,0.0006771,0.0007097,0.0006855,0.0006819,0.0006854,0.0006863,0.0006819,0.0006722,0.000657
63,0.000218,0.0003091,0.0004285,0.0005779,0.0007545,0.0009539,0.0011738,0.0014002,0.0016245,0.001956,0.0020233,0.0020918,0.002533,0.0027137,0.0028769,0.0030045,0.0030936,0.0031558,0.0031876,0.0029891,0.0024605,0.001897,0.001538,0.0013212,0.0011623,0.0010576,0.0009597,0.0008672,0.0008014,0.0007523,0.0007262,0.0007047,0.0006494,0.0006218,0.0006538,0.0006525,0.0006533,0.0006771,0.0007097,0.0006855,0.0006819,0.0006854,0.0006863,0.0006819,0.0006722,0.000657
64,0.000218,0.0003091,0.0004285,0.0005779,0.0007545,0.0009539,0.0011738,0.0014002,0.0016245,0.001956,0.0020233,0.0020918,0.002533,0.0027137,0.0028769,0.0030045,0.0030936,0.0031558,0.0031876,0.0029891,0.0024605,0.001897,0.001538,0.0013212,0.0011623,0.0010576,0.0009597,0.0008672,0.0008014,0.0007523,0.0007262,0.0007047,0.0006494,0.0006218,0.0006538,0.0006525,0.0006533,0.0006771,0.0007097,0.0006855,0.0006819,0.0006854,0.0006863,0.0006819,0.0006722,0.000657
65,0.0001653,0.0002334,0.0003235,0.0004395,0.0005827,0.0007499,0.000939,0.0011322,0.0013148,0.0015508,0.0016137,0.0016487,0.0019385,0.0020489,0.0021636,0.0022567,0.0023237,0.0023759,0.0024125,0.0022544,0.0018371,0.0013955,0.0011129,0.0009419,0.00082,0.0007435,0.0006736,0.000612,0.0005684,0.0005385,0.0005248,0.0005144,0.0004774,0.0004577,0.000479,0.0004749,0.0004732,0.0004928,0.0005228,0.000516,0.0005281,0.0005488,0.0005685,0.000585,0.0005976,0.000606
66,0.0001653,0.0002334,0.0003235,0.0004395,0.0005827,0.0007499,0.000939,0.0011322,0.0013148,0.0015508,0.0016137,0.0016487,0.0019385,0.0020489,0.0021636,0.0022567,0.0023237,0.0023759,0.0024125,0.0022544,0.0018371,0.0013955,0.0011129,0.0009419,0.00082,0.0007435,0.0006736,0.000612,0.0005684,0.0005385,0.0005248,0.0005144,0.0004774,0.0004577,0.000479,0.0004749,0.0004732,0.0004928,0.0005228,0.000516,0.0005281,0.0005488,0.0005685,0.000585,0.0005976,0.000606
67,0.0001653,0.0002334,0.0003235,0.0004395,0.0005827,0.0007499,0.000939,0.0011322,0.0013148,0.0015508,0.0016137,0.0016487,0.0019385,0.0020489,0.0021636,0.0022567,0.0023237,0.0023759,0.0024125,0.0022544,0.0018371,0.0013955,0.0011129,0.0009419,0.00082,0.0007435,0.0006736,0.000612,0.0005684,0.0005385,0.0005248,0.0005144,0.0004774,0.0004577,0.000479,0.0004749,0.0004732,0.0004928,0.0005228,0.000516,0.0005281,0.0005488,0.0005685,0.000585,0.0005976,0.000606
68,0.0001653,0.0002334,0.0003235,0.0004395,0.0005827,0.0007499,0.000939,0.0011322,0.0013148,0.0015508,0.0016137,0.0016487,0.0019385,0.0020489,0.0021636,0.0022567,0.0023237,0.0023759,0.0024125,0.0022544,0.0018371,0.0013955,0.0011129,0.0009419,0.00082,0.0007435,0.0006736,0.000612,0.0005684,0.0005385,0.0005248,0.0005144,0.0004774,0.0004577,0.000479,0.0004749,0.0004732,0.0004928,0.0005228,0.000516,0.0005281,0.0005488,0.0005685,0.000585,0.0005976,0.000606
69,0.0001653,0.0002334,0.0003235,0.0004395,0.0005827,0.0007499,0.000939,0.0011322,0.0013148,0.0015508,0.0016137,0.0016487,0.0019385,0.0020489,0.0021636,0.0022567,0.0023237,0.0023759,0.0024125,0.0022544,0.0018371,0.0013955,0.0011129,0.0009419,0.00082,0.0007435,0.0006736,0.000612,0.0005684,0.0005385,0.0005248,0.0005144,0.0004774,0.0004577,0.000479,0.0004749,0.0004732,0.0004928,0.0005228,0.000516,0.0005281,0.0005488,0.0005685,0.000585,0.0005976,0.000606
70,0.000122,0.000175,0.0002453,0.0003353,0.0004446,0.0005705,0.0007106,0.000856,0.001001,0.0012076,0.0012675,0.0013222,0.0015744,0.0016601,0.0017313,0.0017701,0.0017856,0.0018016,0.0018162,0.0016893,0.0013766,0.0010489,0.0008401,0.0007132,0.0006197,0.0005573,0.0004981,0.0004477,0.0004099,0.0003842,0.0003727,0.0003646,0.0003382,0.0003255,0.0003435,0.0003435,0.0003452,0.0003624,0.0003849,0.0003779,0.0003843,0.0003981,0.000414,0.0004313,0.0004501,0.0004694
71,0.000122,0.000175,0.0002453,0.0003353,0.0004446,0.0005705,0.0007106,0.000856,0.001001,0.0012076,0.0012675,0.0013222,0.0015744,0.0016601,0.0017313,0.0017701,0.0017856,0.0018016,0.0018162,0.0016893,0.0013766,0.0010489,0.0008401,0.0007132,0.0006197,0.0005573,0.0004981,0.0004477,0.0004099,0.0003842,0.0003727,0.0003646,0.0003382,0.0003255,0.0003435,0.0003435,0.0003452,0.0003624,0.0003849,0.0003779,0.0003843,0.0003981,0.000414,0.0004313,0.0004501,0.0004694
72,0.000122,0.000175,0.0002453,0.0003353,0.0004446,0.0005705,0.0007106,0.000856,0.001001,0.0012076,0.0012675,0.0013222,0.0015744,0.0016601,0.0017313,0.0017701,0.0017856,0.0018016,0.0018162,0.0016893,0.0013766,0.0010489,0.0008401,0.0007132,0.0006197,0.0005573,0.0004981,0.0004477,0.0004099,0.0003842,0.0003727,0.0003646,0.0003382,0.0003255,0.0003435,0.0003435,0.0003452,0.0003624,0.0003849,0.0003779,0.0003843,0.0003981,0.000414,0.0004313,0.0004501,0.0004694
73,0.000122,0.000175,0.0002453,0.0003353,0.0004446,0.0005705,0.0007106,0.000856,0.001001,0.0012076,0.0012675,0.0013222,0.0015744,0.0016601,0.0017313,0.0017701,0.0017856,0.0018016,0.0018162,0.0016893,0.0013766,0.0010489,0.0008401,0.0007132,0.0006197,0.0005573,0.0004981,0.0004477,0.0004099,0.0003842,0.0003727,0.0003646,0.0003382,0.0003255,0.0003435,0.0003435,0.0003452,0.0003624,0.0003849,0.0003779,0.0003843,0.0003981,0.000414,0.0004313,0.0004501,0.0004694
74,0.000122,0.000175,0.0002453,0.0003353,0.0004446,0.0005705,0.0007106,0.000856,0.001001,0.0012076,0.0012675,0.0013222,0.0015744,0.0016601,0.0017313,0.0017701,0.0017856,0.0018016,0.0018162,0.0016893,0.0013766,0.0010489,0.0008401,0.0007132,0.0006197,0.0005573,0.0004981,0.0004477,0.0004099,0.0003842,0.0003727,0.0003646,0.0003382,0.0003255,0.0003435,0.0003435,0.0003452,0.0003624,0.0003849,0.0003779,0.0003843,0.0003981,0.000414,0.0004313,0.0004501,0.0004694
75,9.4e-05,0.0001309,0.0001799,0.0002442,0.0003257,0.0004237,0.0005356,0.000652,0.0007656,0.0009125,0.0009744,0.0010104,0.0011973,0.0011949,0.0012515,0.0013043,0.0013527,0.0014053,0.001443,0.0013416,0.00108,0.0008094,0.0006386,0.000536,0.0004629,0.0004159,0.0003722,0.0003386,0.0003113,0.0002915,0.0002807,0.0002711,0.0002476,0.0002347,0.0002449,0.0002437,0.0002441,0.0002566,0.0002736,0.0002707,0.0002778,0.0002906,0.0003044,0.0003175,0.0003297,0.0003416
76,9.4e-05,0.0001309,0.0001799,0.0002442,0.0003257,0.0004237,0.0005356,0.000652,0.0007656,0.0009125,0.0009744,0.0010104,0.0011973,0.0011949,0.0012515,0.0013043,0.0013527,0.0014053,0.001443,0.0013416,0.00108,0.0008094,0.0006386,0.000536,0.0004629,0.0004159,0.0003722,0.0003386,0.0003113,0.0002915,0.0002807,0.0002711,0.0002476,0.0002347,0.0002449,0.0002437,0.0002441,0.0002566,0.0002736,0.0002707,0.0002778,0.0002906,0.0003044,0.0003175,0.0003297,0.0003416
77,9.4e-05,0.0001309,0.0001799,0.0002442,0.0003257,0.0004237,0.0005356,0.000652,0.0007656,0.0009125,0.0009744,0.0010104,0.0011973,0.0011949,0.0012515,0.0013043,0.0013527,0.0014053,0.001443,0.0013416,0.00108,0.0008094,0.0006386,0.000536,0.0004629,0.0004159,0.0003722,0.0003386,0.0003113,0.0002915,0.0002807,0.0002711,0.0002476,0.0002347,0.0002449,0.0002437,0.0002441,0.0002566,0.0002736,0.0002707,0.0002778,0.0002906,0.0003044,0.0003175,0.0003297,0.0003416
78,9.4e-05,0.0001309,0.0001799,0.0002442,0.0003257,0.0004237,0.0005356,0.000652,0.0007656,0.0009125,0.0009744,0.0010104,0.0011973,0.0011949,0.0012515,0.0013043,0.0013527,0.0014053,0.001443,0.0013416,0.00108,0.0008094,0.0006386,0.000536,0.0004629,0.0004159,0.0003722,0.0003386,0.0003113,0.0002915,0.0002807,0.0002711,0.0002476,0.0002347,0.0002449,0.0002437,0.0002441,0.0002566,0.0002736,0.0002707,0.0002778,0.0002906,0.0003044,0.0003175,0.0003297,0.0003416
79,9.4e-05,0.0001309,0.0001799,0.0002442,0.0003257,0.0004237,0.0005356,0.000652,0.0007656,0.0009125,0.0009744,0.0010104,0.0011973,0.0011949,0.0012515,0.0013043,0.0013527,0.0014053,0.001443,0.0013416,0.00108,0.0008094,0.0006386,0.000536,0.0004629,0.0004159,0.0003722,0.0003386,0.0003113,0.0002915,0.0002807,0.0002711,0.0002476,0.0002347,0.0002449,0.0002437,0.0002441,0.0002566,0.0002736,0.0002707,0.0002778,0.0002906,0.0003044,0.0003175,0.0003297,0.0003416
80,3.62e-05,5.31e-05,7.67e-05,0.0001083,0.0001469,0.0001909,0.0002396,0.0002931,0.0003495,0.0004363,0.000459,0.0004988,0.0006108,0.0006017,0.0006593,0.0006958,0.0007105,0.0007448,0.0007883,0.000725,0.0005863,0.0004455,0.000357,0.0003028,0.0002617,0.0002334,0.000206,0.0001928,0.0001757,0.0001639,0.000158,0.0001536,0.0001421,0.0001364,0.0001434,0.0001432,0.0001422,0.0001491,0.0001577,0.0001557,0.00016,0.0001679,0.0001769,0.0001866,0.0001973,0.0002087
