year,metric,med,pi95_low,pi95_high
1998.5,cancer_incidence_with_hiv,39.0414514541626,12.73162430524826,67.94822829961777
1999.5,cancer_incidence_with_hiv,33.97999143600464,10.25622684955597,69.50587368011473
2000.5,cancer_incidence_with_hiv,32.601813316345215,15.747735840082168,69.52981884479522
2001.5,cancer_incidence_with_hiv,31.78846824169159,8.004849922657014,60.577232527732846
2002.5,cancer_incidence_with_hiv,29.553916573524475,14.582299512624742,59.434403550624836
2003.5,cancer_incidence_with_hiv,30.481717109680176,11.03188835978508,56.966216635704036
2004.5,cancer_incidence_with_hiv,28.303860187530518,13.538185477256775,54.29702440500258
2005.5,cancer_incidence_with_hiv,28.403366804122925,13.417089563608169,58.539839696884144
2006.5,cancer_incidence_with_hiv,29.93858814239502,14.093886721134187,61.687314021587355
2007.5,cancer_incidence_with_hiv,32.78009533882141,13.650408190488815,82.64065105915066
2008.5,cancer_incidence_with_hiv,31.262730360031128,18.19818769097328,67.80553742051124
2009.5,cancer_incidence_with_hiv,37.379030585289,15.5747640311718,61.89822853803634
2010.5,cancer_incidence_with_hiv,41.18237566947937,23.937493592500687,77.00982496738433
2011.5,cancer_incidence_with_hiv,47.015350341796875,22.614142799377444,80.62650129795074
2012.5,cancer_incidence_with_hiv,48.76059937477112,32.52925535440445,109.99104886054991
2013.5,cancer_incidence_with_hiv,54.7933509349823,32.040011250972746,102.21248197555539
2014.5,cancer_incidence_with_hiv,63.44276666641235,38.834846031665805,110.0001765489578
2015.5,cancer_incidence_with_hiv,67.99796557426453,44.59429615736008,121.53317034244537
2016.5,cancer_incidence_with_hiv,73.87253141403198,42.993870091438296,139.35100414752958
2017.5,cancer_incidence_with_hiv,80.52536535263062,51.80618110895157,141.80603420734403
2018.5,cancer_incidence_with_hiv,101.78306865692139,62.92173783779144,162.83400716781614
2019.5,cancer_incidence_with_hiv,112.63668060302734,52.749209547042845,209.1018592357635
2020.5,cancer_incidence_with_hiv,120.9827880859375,84.46203589439392,240.51862716674805
2021.5,cancer_incidence_with_hiv,129.73356866836548,73.98009004592896,238.63885822296137
2022.5,cancer_incidence_with_hiv,151.79120349884033,81.86273155212402,251.96285943984984
2023.5,cancer_incidence_with_hiv,163.04822826385498,84.58146364688874,296.14191036224366
2024.5,cancer_incidence_with_hiv,166.84040641784668,87.08357758522034,279.70285081863403
1960.5,cancer_incidence_no_hiv,0.0,0.0,0.0
1961.5,cancer_incidence_no_hiv,0.0,0.0,0.0
1962.5,cancer_incidence_no_hiv,0.0,0.0,0.0
1963.5,cancer_incidence_no_hiv,0.0,0.0,0.18199569582939149
1964.5,cancer_incidence_no_hiv,0.0,0.0,0.18032514341175557
1965.5,cancer_incidence_no_hiv,0.17499399930238724,0.0,0.6566916331648824
1966.5,cancer_incidence_no_hiv,0.4262762814760208,0.0,1.4505663409829135
1967.5,cancer_incidence_no_hiv,0.8280220627784729,0.3687690131366253,1.940270362049341
1968.5,cancer_incidence_no_hiv,1.447595663368702,0.6424444198608399,2.5838285721838474
1969.5,cancer_incidence_no_hiv,2.41787701100111,1.2800386290997268,3.6955434165894983
1970.5,cancer_incidence_no_hiv,3.399646043777466,2.0300446301698685,4.75808019042015
1971.5,cancer_incidence_no_hiv,4.118160426616669,2.6464764907956124,5.973057593405247
1972.5,cancer_incidence_no_hiv,5.4020161628723145,3.7299124911427497,8.008079642057417
1973.5,cancer_incidence_no_hiv,6.569328039884567,4.884584356844425,8.345689705014228
1974.5,cancer_incidence_no_hiv,7.829268217086792,5.279944454133511,9.846251627802848
1975.5,cancer_incidence_no_hiv,8.273068368434906,6.178315006196499,12.241012060642243
