bin,q1,med,q3,whislo,whishi
0,0.6227381484399213,0.6726971484443001,0.7123726985277274,0.5366948474367852,0.7976673341731626
1,0.11804128614906745,0.13688203079877628,0.1754887895440505,0.06841198365727892,0.24619358418870024
2,0.10130168670154915,0.1177685726059561,0.14134753677847878,0.060222947708502866,0.19227819092233753
3,0.03807788261012141,0.05708942335905055,0.07201224783392962,0.011409737035765567,0.11358179513200244
