scenario,metric,year,value,low,high
Baseline,asr_cancer_incidence,1960,0.0,0.0,0.0
Baseline,asr_cancer_incidence,1961,0.0,0.0,0.0
Baseline,asr_cancer_incidence,1962,0.0,0.0,0.0
Baseline,asr_cancer_incidence,1963,0.0,0.0,0.023195331045526194
Baseline,asr_cancer_incidence,1964,0.0,0.0,0.0
Baseline,asr_cancer_incidence,1965,0.2338318325813405,0.0,0.5091670184250552
Baseline,asr_cancer_incidence,1966,0.7306946526106648,0.47372164728640676,1.2184957674253096
Baseline,asr_cancer_incidence,1967,1.1232419358967198,0.7149817345733079,2.0683871268940073
Baseline,asr_cancer_incidence,1968,2.1525929162436386,1.289871926609649,3.298945541327495
Baseline,asr_cancer_incidence,1969,4.078281336771635,2.816777396601299,4.59967086987856
Baseline,asr_cancer_incidence,1970,5.715433828976223,4.43014513138871,7.318852992071385
Baseline,asr_cancer_incidence,1971,6.073784435922109,4.286401138347611,8.924442387308835
Baseline,asr_cancer_incidence,1972,8.257885452915346,6.480499067252655,11.98063438730082
Baseline,asr_cancer_incidence,1973,11.89043478471929,9.80413060688559,14.245139910719912
Baseline,asr_cancer_incidence,1974,14.903422778839769,13.356631317052635,16.10025960637359
Baseline,asr_cancer_incidence,1975,15.263155947937781,13.835671400348184,17.32731951025226
Baseline,asr_cancer_incidence,1976,19.348036955945787,16.435906417457907,23.51194864980593
Baseline,asr_cancer_incidence,1977,21.69364875678079,18.607804014382825,23.22329740020213
Baseline,asr_cancer_incidence,1978,22.18919476264181,17.930744759646906,27.210467709740424
Baseline,asr_cancer_incidence,1979,24.688403409418868,22.50869802492112,25.59284806708295
Baseline,asr_cancer_incidence,1980,23.729230022087215,20.978410483106128,30.832077313267906
Baseline,asr_cancer_incidence,1981,24.970675973637906,22.92060582767918,31.923620451318335
Baseline,asr_cancer_incidence,1982,26.93141980279527,25.67506944010651,32.53674954870994
Baseline,asr_cancer_incidence,1983,27.15379459059399,25.880890127248882,34.52773079755228
Baseline,asr_cancer_incidence,1984,27.41657921323153,23.328163800776057,30.922422108912613
Baseline,asr_cancer_incidence,1985,29.22846130538977,24.307678459507773,33.9522524647885
Baseline,asr_cancer_incidence,1986,30.913028533272687,23.755121162277703,33.60248552838288
Baseline,asr_cancer_incidence,1987,28.763956354774685,24.961756172724535,34.42117140684705
Baseline,asr_cancer_incidence,1988,29.456256310955403,27.175804883350395,35.20600221593347
Baseline,asr_cancer_incidence,1989,29.790909869170243,27.454989327750187,34.31730020752778
Baseline,asr_cancer_incidence,1990,26.36283134448866,25.741327504700088,32.780953883744615
Baseline,asr_cancer_incidence,1991,28.800698889936232,26.189889214780905,33.942961327641264
Baseline,asr_cancer_incidence,1992,29.40148388872906,26.40122295076381,32.871788833659345
Baseline,asr_cancer_incidence,1993,28.187478228363013,24.398821730434243,29.952360397402405
Baseline,asr_cancer_incidence,1994,25.748581911686117,21.96731597515408,31.56623792984368
Baseline,asr_cancer_incidence,1995,34.508568342010754,31.31820532906661,43.30854912315786
Baseline,asr_cancer_incidence,1996,36.64717238954669,33.29224969346513,42.145442370738735
Baseline,asr_cancer_incidence,1997,29.43377667374415,25.71764626788874,33.458094175976
Baseline,asr_cancer_incidence,1998,26.59518814690498,22.53419572523153,31.2832030288413
Baseline,asr_cancer_incidence,1999,23.65567162992977,18.382552696527995,24.995633725673834
Baseline,asr_cancer_incidence,2000,20.317233307721963,17.809685960548023,23.64393968677368
Baseline,asr_cancer_incidence,2001,22.262235047741918,15.521119262105364,23.734005830127295
Baseline,asr_cancer_incidence,2002,18.19264324509997,14.150611843285594,22.065148879318407
Baseline,asr_cancer_incidence,2003,17.425675643183347,13.665695307772216,22.364158133878433
Baseline,asr_cancer_incidence,2004,17.58419541210143,14.706386787333564,19.596981087691802
Baseline,asr_cancer_incidence,2005,18.40345051341992,15.466036376821686,21.27963301115274
Baseline,asr_cancer_incidence,2006,18.116692223532564,15.568545877497348,21.180364367193487
Baseline,asr_cancer_incidence,2007,18.09247743637718,15.42862266973618,21.432528066149523
Baseline,asr_cancer_incidence,2008,17.96735359639929,13.624361418540875,21.025535764266763
Baseline,asr_cancer_incidence,2009,18.54734396119403,15.278989904700962,20.0719940760018
Baseline,asr_cancer_incidence,2010,19.512980963057437,15.088530738205247,23.8079412368729
Baseline,asr_cancer_incidence,2011,20.489868646128134,17.467131952099123,21.77275893671757
Baseline,asr_cancer_incidence,2012,19.782961499242937,17.667613658759286,23.19972273799536
Baseline,asr_cancer_incidence,2013,21.392689567036,16.910874893250373,23.419104359503503
Baseline,asr_cancer_incidence,2014,22.008421163205153,19.828574729583643,23.398043300830576
Baseline,asr_cancer_incidence,2015,22.695601360893335,17.656388573997017,26.516187337028537
Baseline,asr_cancer_incidence,2016,21.886433763611162,20.638404590675854,25.42605101587819
Baseline,asr_cancer_incidence,2017,24.406155952495297,20.752605598850064,26.690436117455548
Baseline,asr_cancer_incidence,2018,23.18006248936372,21.636662284717893,29.885239911361833
Baseline,asr_cancer_incidence,2019,26.330384692655613,22.305769069418712,29.92373564700622
Baseline,asr_cancer_incidence,2020,27.877021151959536,22.993489427909612,29.335571708440625
Baseline,asr_cancer_incidence,2021,27.817398617654547,23.172013500266843,29.951647708732015
Baseline,asr_cancer_incidence,2022,26.889590181135112,22.78538270871691,31.136724061548737
Baseline,asr_cancer_incidence,2023,27.634023584531583,23.574207684678782,31.90456429552316
Baseline,asr_cancer_incidence,2024,28.361065939790503,25.514151131934582,33.18843357819825
Baseline,asr_cancer_incidence,2025,29.567617452814346,26.85585419772989,33.74794023138309
Baseline,asr_cancer_incidence,2026,30.877537965077405,26.03166715353303,34.34473414531133
Baseline,asr_cancer_incidence,2027,32.58595584732229,27.684766078136217,38.08161792854215
Baseline,asr_cancer_incidence,2028,30.936720563204457,27.625793445715395,34.3737456549383
Baseline,asr_cancer_incidence,2029,32.67769761646223,27.292900145585648,37.3287195983963
Baseline,asr_cancer_incidence,2030,31.056818686318064,29.157979225504608,37.29837641352751
Baseline,asr_cancer_incidence,2031,32.305880219127104,29.776397004690924,37.443121007551234
Baseline,asr_cancer_incidence,2032,33.33206861175661,28.187645701811626,38.029020699143814
Baseline,asr_cancer_incidence,2033,32.23498393269221,27.889090707068586,37.674742645136675
Baseline,asr_cancer_incidence,2034,31.995911827640402,29.28312414365533,36.57759623789785
Baseline,asr_cancer_incidence,2035,30.105209781524213,27.63305057963969,35.49832745114146
Baseline,asr_cancer_incidence,2036,30.108736267255544,27.76779048684721,34.788900987751724
Baseline,asr_cancer_incidence,2037,30.914298795173686,26.907343815447252,35.76596251002863
Baseline,asr_cancer_incidence,2038,28.856082827956588,25.650922856632306,35.208829395583756
Baseline,asr_cancer_incidence,2039,27.7076318912592,25.688356638126017,33.356641051572865
Baseline,asr_cancer_incidence,2040,27.640611444236328,23.88715603116565,32.479817457886575
Baseline,asr_cancer_incidence,2041,26.047955663982833,23.82118068203913,30.992626894422155
Baseline,asr_cancer_incidence,2042,26.123761014134093,23.015982646492755,28.274048408607484
Baseline,asr_cancer_incidence,2043,24.777212370704866,21.323210391851358,27.858853585588864
Baseline,asr_cancer_incidence,2044,23.355500167668737,21.07587909524442,27.07923197559184
Baseline,asr_cancer_incidence,2045,22.3088165583425,19.80654234848244,26.4172675332664
Baseline,asr_cancer_incidence,2046,21.047171294708544,19.48798797314818,24.97476377811706
Baseline,asr_cancer_incidence,2047,19.283243181914674,17.654974879477344,25.21711058556399
Baseline,asr_cancer_incidence,2048,18.46021361918728,16.367084681841785,22.947860380514882
Baseline,asr_cancer_incidence,2049,17.338762930919067,16.587774331816227,21.723764906405876
Baseline,asr_cancer_incidence,2050,16.496008783617604,15.590169205019762,19.339930489488154
Baseline,asr_cancer_incidence,2051,15.642982733193357,14.210607921282628,19.7611748792939
Baseline,asr_cancer_incidence,2052,14.63065086507205,12.780725416834102,18.49580216325163
Baseline,asr_cancer_incidence,2053,14.032412765269731,11.533707864849847,16.985965906741313
Baseline,asr_cancer_incidence,2054,13.197251122488623,11.142881703352042,16.96635100746367
Baseline,asr_cancer_incidence,2055,12.236714645766625,11.063132683510558,15.261807987873429
Baseline,asr_cancer_incidence,2056,11.99412470928922,9.717986025517149,15.458522062729566
Baseline,asr_cancer_incidence,2057,10.193715760527258,9.316641260024614,14.619269530968717
Baseline,asr_cancer_incidence,2058,9.839203270282644,9.01714306031948,14.51422344755601
Baseline,asr_cancer_incidence,2059,9.553936599746674,8.236317718152062,13.423666708329488
Baseline,asr_cancer_incidence,2060,9.729495286779162,8.089236320741186,12.835157943890001
Baseline,asr_cancer_incidence,2061,9.24220719708283,7.02436477454961,12.637942407290225
Baseline,asr_cancer_incidence,2062,8.539688841252513,6.798318408797479,12.194900487792863
Baseline,asr_cancer_incidence,2063,7.527126372134589,6.011739919713491,12.074615643913376
Baseline,asr_cancer_incidence,2064,7.689980055356113,5.853505056881384,11.319483791211796
Baseline,asr_cancer_incidence,2065,6.551783563440432,5.4115094548956275,11.331411108942282
Baseline,asr_cancer_incidence,2066,6.69146636865626,5.0678676433093,11.996391670213036
Baseline,asr_cancer_incidence,2067,6.692753224981036,5.316166898415901,11.443314460171523
Baseline,asr_cancer_incidence,2068,6.310242205873127,4.753001675044435,10.0782010736551
Baseline,asr_cancer_incidence,2069,5.921875080245959,4.369940082869406,9.835809332247633
Baseline,asr_cancer_incidence,2070,5.643440626543393,4.19374739711131,10.428531463432687
Baseline,asr_cancer_incidence,2071,6.050765709129356,4.001290805309009,10.431981903562756
Baseline,asr_cancer_incidence,2072,5.8288744762707445,3.799723359748342,10.4036250387433
Baseline,asr_cancer_incidence,2073,5.716697567611069,3.4324341254031845,10.294965001775232
Baseline,asr_cancer_incidence,2074,5.484444207850679,3.2632312727190778,10.603857549409634
Baseline,asr_cancer_incidence,2075,5.258496154610075,3.342459609622081,9.958682944973695
Baseline,asr_cancer_incidence,2076,5.665855072769035,3.226077346409518,9.84673251751785
Baseline,asr_cancer_incidence,2077,5.5381284927332155,3.0834908845769404,9.656303676744924
Baseline,asr_cancer_incidence,2078,5.412139533634944,3.0063867827155226,9.966782711641347
Baseline,asr_cancer_incidence,2079,5.904529897030514,2.7143668238504266,10.223989876491494
Baseline,asr_cancer_incidence,2080,5.312885613362102,2.8765251829526814,10.32465596622021
Baseline,asr_cancer_incidence,2081,5.547091001879062,2.630110865010608,9.773833789582396
Baseline,asr_cancer_incidence,2082,5.740573186578735,2.617473736094494,10.237483035173886
Baseline,asr_cancer_incidence,2083,5.903113548344339,2.538403008568023,9.937316849028003
Baseline,asr_cancer_incidence,2084,5.730392414967195,2.5920743916422238,9.915491499661647
Baseline,asr_cancer_incidence,2085,5.9953847032347785,2.9071335223736763,9.722002407112548
Baseline,asr_cancer_incidence,2086,5.8558591963672,2.453241506555708,9.86642894990388
Baseline,asr_cancer_incidence,2087,5.81129450248255,2.478677542020328,10.192393857634823
Baseline,asr_cancer_incidence,2088,5.804791562593984,2.3840591491430594,10.119699862905184
Baseline,asr_cancer_incidence,2089,5.453579558515296,2.424399765914673,9.887912710327768
Baseline,asr_cancer_incidence,2090,5.577146994033519,2.351524016411401,9.691895893416783
Baseline,asr_cancer_incidence,2091,5.642688230404749,2.349581925505646,10.124338533253054
Baseline,asr_cancer_incidence,2092,5.6015066844150745,2.417392787450363,10.02414470643465
Baseline,asr_cancer_incidence,2093,5.67262996160365,2.344071570488206,10.173403451683377
Baseline,asr_cancer_incidence,2094,5.696003408809947,2.5185264490954062,10.409769286482613
Baseline,asr_cancer_incidence,2095,5.339079958701256,2.255255185597875,10.302912713343362
Baseline,asr_cancer_incidence,2096,5.299170589987149,2.1450245054862593,9.72206290267829
Baseline,asr_cancer_incidence,2097,5.4497639164101415,2.122940149055271,9.903107660051619
Baseline,asr_cancer_incidence,2098,5.3377725715466084,1.8699531731239925,10.177128317594804
Baseline,asr_cancer_incidence,2099,5.20189911084637,1.7563321070793347,10.011600669281364
Baseline,asr_cancer_incidence,2100,5.248770600221572,2.7121541354182765,9.38701437945463
Baseline,cancer_incidence,1960,0.0,0.0,0.0
Baseline,cancer_incidence,1961,0.0,0.0,0.0
Baseline,cancer_incidence,1962,0.0,0.0,0.0
Baseline,cancer_incidence,1963,0.0,0.0,0.017960442602634366
Baseline,cancer_incidence,1964,0.0,0.0,0.0
Baseline,cancer_incidence,1965,0.1721164435148239,0.0,0.36098560690879816
Baseline,cancer_incidence,1966,0.5048515945672989,0.3360323667526245,0.8386733487248421
Baseline,cancer_incidence,1967,0.7353198304772377,0.47368480265140533,1.30823372900486
Baseline,cancer_incidence,1968,1.4235637336969376,0.7915600419044495,2.162380091845989
Baseline,cancer_incidence,1969,2.4650116562843323,1.8251814365386962,2.848871690034866
Baseline,cancer_incidence,1970,3.584103897213936,2.688254800438881,4.432703006267547
Baseline,cancer_incidence,1971,3.4805012941360474,2.727396175265312,5.179266250133514
Baseline,cancer_incidence,1972,4.7835723757743835,3.8914313465356827,7.079457521438598
Baseline,cancer_incidence,1973,6.701767086982727,5.575551468133926,8.011578023433685
Baseline,cancer_incidence,1974,8.23956698179245,7.484802496433258,9.060161197185517
Baseline,cancer_incidence,1975,8.131313234567642,7.679456532001495,9.361136734485626
Baseline,cancer_incidence,1976,10.383114576339722,8.732524907588958,12.666808938980102
Baseline,cancer_incidence,1977,11.168263375759125,9.444604873657227,12.266248941421509
Baseline,cancer_incidence,1978,11.50574392080307,9.285605347156524,13.725173091888427
Baseline,cancer_incidence,1979,12.389232516288757,11.22708089351654,12.98905544281006
Baseline,cancer_incidence,1980,11.948205351829529,10.23275363445282,15.248017811775208
Baseline,cancer_incidence,1981,12.241393208503723,11.076999092102051,15.692520284652709
Baseline,cancer_incidence,1982,12.836458563804626,12.40102950334549,15.45732181072235
Baseline,cancer_incidence,1983,13.009638547897339,12.371638250350951,16.243315625190736
Baseline,cancer_incidence,1984,12.942843198776245,11.393920803070069,14.538697767257691
Baseline,cancer_incidence,1985,13.889514565467834,11.42142469882965,15.560533571243285
Baseline,cancer_incidence,1986,14.196555137634277,11.256283068656922,15.845131039619446
Baseline,cancer_incidence,1987,13.229998230934143,11.831775307655334,15.419512319564816
Baseline,cancer_incidence,1988,13.404931545257568,12.027591109275818,16.50855176448822
Baseline,cancer_incidence,1989,13.193986415863037,12.459544253349303,15.79520444869995
Baseline,cancer_incidence,1990,12.036362648010254,11.41623637676239,15.298890423774719
Baseline,cancer_incidence,1991,13.358619570732117,11.384143233299255,15.970847916603088
Baseline,cancer_incidence,1992,13.551978826522827,12.509363555908203,15.327951049804685
Baseline,cancer_incidence,1993,13.003070712089539,11.021588897705078,14.436661386489867
Baseline,cancer_incidence,1994,11.615130186080933,9.980332791805267,14.28271758556366
Baseline,cancer_incidence,1995,14.322154760360718,13.288881182670593,17.454751133918762
Baseline,cancer_incidence,1996,15.313639402389526,13.349809217453004,16.868969750404357
Baseline,cancer_incidence,1997,12.193813800811768,10.597397232055664,14.5695015668869
Baseline,cancer_incidence,1998,10.790099561214447,9.309295845031738,12.618509483337402
Baseline,cancer_incidence,1999,10.282063007354736,8.083841955661773,11.270739579200743
Baseline,cancer_incidence,2000,9.300244271755219,8.289739668369293,10.851601195335387
Baseline,cancer_incidence,2001,10.2218496799469,7.347140288352966,11.695036387443542
Baseline,cancer_incidence,2002,9.167309999465942,7.0634677648544315,11.612927246093749
Baseline,cancer_incidence,2003,9.262149631977081,7.245033872127533,11.4721697807312
Baseline,cancer_incidence,2004,9.313086748123169,7.73729031085968,10.527746009826659
Baseline,cancer_incidence,2005,9.945285201072693,8.708291363716125,11.648132085800171
Baseline,cancer_incidence,2006,10.221785068511963,8.661336815357208,11.542345237731933
Baseline,cancer_incidence,2007,9.87686824798584,8.404066073894501,11.900656867027282
Baseline,cancer_incidence,2008,9.988826632499695,7.692097008228302,11.9564710855484
Baseline,cancer_incidence,2009,10.467751204967499,8.611548900604248,11.481080031394958
Baseline,cancer_incidence,2010,11.310452222824097,8.747945535182954,13.636481213569642
Baseline,cancer_incidence,2011,12.053358793258667,10.038579225540161,12.620760464668274
Baseline,cancer_incidence,2012,11.605742573738098,10.471367573738098,13.499520993232727
Baseline,cancer_incidence,2013,12.792695164680481,10.148425388336182,13.995532250404356
Baseline,cancer_incidence,2014,13.288394212722778,12.085133409500122,14.061555194854735
Baseline,cancer_incidence,2015,14.23662805557251,10.841960239410401,16.15231976509094
Baseline,cancer_incidence,2016,13.878626942634583,12.899368381500244,15.723447775840759
Baseline,cancer_incidence,2017,15.428359627723694,13.41378710269928,16.8286199092865
Baseline,cancer_incidence,2018,15.130186438560486,13.990750074386597,19.140705347061157
Baseline,cancer_incidence,2019,17.326791405677795,14.698187780380248,19.293592262268067
Baseline,cancer_incidence,2020,18.495273232460022,15.485361003875733,19.587409114837644
Baseline,cancer_incidence,2021,18.63446354866028,15.461381793022156,20.11787083148956
Baseline,cancer_incidence,2022,18.82939386367798,15.67878897190094,21.02840213775635
Baseline,cancer_incidence,2023,19.085275292396545,16.314633011817932,21.883479499816893
Baseline,cancer_incidence,2024,19.85654878616333,17.74166965484619,22.573790168762205
Baseline,cancer_incidence,2025,21.07964324951172,19.025215244293214,23.94201421737671
Baseline,cancer_incidence,2026,21.93245792388916,18.444349813461304,23.748027658462522
Baseline,cancer_incidence,2027,23.520609378814697,19.94703378677368,27.05536208152771
Baseline,cancer_incidence,2028,22.367737770080566,20.251897192001344,25.046873903274534
Baseline,cancer_incidence,2029,23.730612993240356,19.751197052001952,26.726372814178465
Baseline,cancer_incidence,2030,22.90350866317749,21.653971576690672,27.492410326004027
Baseline,cancer_incidence,2031,23.837481260299683,22.240311050415038,27.398995113372802
Baseline,cancer_incidence,2032,24.87827730178833,21.18818278312683,28.232625865936278
Baseline,cancer_incidence,2033,24.138757467269897,21.19930429458618,28.69246940612793
Baseline,cancer_incidence,2034,24.42264151573181,22.304578161239625,27.347641038894654
Baseline,cancer_incidence,2035,23.21080183982849,21.265249681472778,26.98443703651428
Baseline,cancer_incidence,2036,23.27962350845337,21.48257417678833,26.787612867355346
Baseline,cancer_incidence,2037,24.10156774520874,21.23169445991516,27.97262978553772
Baseline,cancer_incidence,2038,22.579304695129395,20.17614221572876,27.722237825393677
Baseline,cancer_incidence,2039,22.090731143951416,20.404905605316163,26.642392873764038
Baseline,cancer_incidence,2040,22.16112232208252,19.099368000030516,25.711255741119384
Baseline,cancer_incidence,2041,20.953619956970215,19.204522562026977,24.827135276794433
Baseline,cancer_incidence,2042,21.299602508544922,18.610717916488646,23.008532762527466
Baseline,cancer_incidence,2043,20.369733095169067,17.591083097457886,22.751261615753172
Baseline,cancer_incidence,2044,19.335362195968628,17.59454905986786,22.535560512542723
Baseline,cancer_incidence,2045,18.86685538291931,16.822549390792847,22.210470724105836
Baseline,cancer_incidence,2046,17.86189866065979,16.579101777076723,21.346709966659546
Baseline,cancer_incidence,2047,16.662189483642578,15.21008915901184,21.837557792663574
Baseline,cancer_incidence,2048,16.176611185073853,14.45002727508545,20.175754690170287
Baseline,cancer_incidence,2049,15.393545508384705,14.648608660697937,19.39030885696411
Baseline,cancer_incidence,2050,14.831146597862244,14.00224404335022,17.332382678985596
Baseline,cancer_incidence,2051,14.239327311515808,12.908779287338257,18.148179960250854
Baseline,cancer_incidence,2052,13.631577491760254,11.887969875335694,17.211287403106688
Baseline,cancer_incidence,2053,13.224319100379944,10.848848485946656,16.109128713607788
Baseline,cancer_incidence,2054,12.68487799167633,10.75575795173645,16.35205919742584
Baseline,cancer_incidence,2055,11.960906267166138,10.823692059516906,14.924179077148438
Baseline,cancer_incidence,2056,11.930030465126038,9.715665531158447,15.245242023468018
Baseline,cancer_incidence,2057,10.331579804420471,9.429593801498413,14.755581879615784
Baseline,cancer_incidence,2058,10.061728596687317,9.27186996936798,14.87518014907837
Baseline,cancer_incidence,2059,10.005381286144257,8.577321004867553,13.93401575088501
Baseline,cancer_incidence,2060,10.295936465263367,8.585823392868042,13.483172440528868
Baseline,cancer_incidence,2061,9.930834531784058,7.600251257419586,13.515735626220703
Baseline,cancer_incidence,2062,9.344589948654175,7.513944339752197,13.217154002189636
Baseline,cancer_incidence,2063,8.376904845237732,6.708109283447266,13.342709875106811
Baseline,cancer_incidence,2064,8.665927112102509,6.723709321022033,12.462810444831847
Baseline,cancer_incidence,2065,7.464798748493195,6.289123892784119,12.698102021217347
Baseline,cancer_incidence,2066,7.74765157699585,5.942182970046997,13.606776666641235
Baseline,cancer_incidence,2067,7.795093238353729,6.331436228752136,12.990945196151733
Baseline,cancer_incidence,2068,7.472603023052216,5.7578339099884035,11.626587343215942
Baseline,cancer_incidence,2069,7.139498054981232,5.353789281845093,11.520107913017272
Baseline,cancer_incidence,2070,6.750427186489105,5.225773721933365,12.256285715103148
Baseline,cancer_incidence,2071,7.193673133850098,5.021964222192764,12.511924600601196
Baseline,cancer_incidence,2072,6.9957554936409,4.788429689407349,12.487191581726075
Baseline,cancer_incidence,2073,6.883207678794861,4.4253649592399595,12.347835063934326
Baseline,cancer_incidence,2074,6.801289975643158,4.359592795372009,12.836861276626587
Baseline,cancer_incidence,2075,6.464375257492065,4.393474251031876,12.062247848510742
Baseline,cancer_incidence,2076,6.927274942398071,4.254643797874451,12.11807608604431
Baseline,cancer_incidence,2077,6.9165841937065125,4.136210465431214,11.99409556388855
Baseline,cancer_incidence,2078,6.791572451591492,3.996026986837387,12.645054411888122
Baseline,cancer_incidence,2079,7.480338513851166,3.8008117258548735,12.759187579154968
Baseline,cancer_incidence,2080,6.662468492984772,3.844751715660095,13.073867917060852
Baseline,cancer_incidence,2081,7.064194738864899,3.5315605461597444,12.753291940689087
Baseline,cancer_incidence,2082,7.296738505363464,3.5936471104621885,13.303578281402586
Baseline,cancer_incidence,2083,7.552470088005066,3.5172829151153566,12.761842489242554
Baseline,cancer_incidence,2084,7.309253513813019,3.5936747968196867,12.881864261627197
Baseline,cancer_incidence,2085,7.725977957248688,3.9243064403533934,12.843503427505492
Baseline,cancer_incidence,2086,7.5243523716926575,3.363624608516693,12.944974064826965
Baseline,cancer_incidence,2087,7.6166980266571045,3.4564011096954346,13.555240249633789
Baseline,cancer_incidence,2088,7.575395226478577,3.375602400302887,13.779481720924377
Baseline,cancer_incidence,2089,7.234005570411682,3.3652305364608766,13.104394578933714
Baseline,cancer_incidence,2090,7.492564082145691,3.264223498106003,13.221432638168334
Baseline,cancer_incidence,2091,7.486102640628815,3.3467388093471526,13.66689200401306
Baseline,cancer_incidence,2092,7.52793288230896,3.3808971643447876,13.580853939056396
Baseline,cancer_incidence,2093,7.727231383323669,3.4410510122776032,13.892101073265074
Baseline,cancer_incidence,2094,7.801227569580078,3.56890030503273,14.455184626579284
Baseline,cancer_incidence,2095,7.4729456305503845,3.2214679539203646,14.430834007263183
Baseline,cancer_incidence,2096,7.538078308105469,3.1914147257804872,13.86254391670227
Baseline,cancer_incidence,2097,7.699062764644623,3.3789548218250274,14.320866823196411
Baseline,cancer_incidence,2098,7.691465854644775,2.7458861649036406,14.482502698898315
Baseline,cancer_incidence,2099,7.5272098779678345,2.6208897948265077,14.252519750595093
Baseline,cancer_incidence,2100,7.432144403457642,3.9689344644546507,13.79176082611084
Baseline,cancer_incidence_no_hiv,1960,0.0,0.0,0.0
Baseline,cancer_incidence_no_hiv,1961,0.0,0.0,0.0
Baseline,cancer_incidence_no_hiv,1962,0.0,0.0,0.0
Baseline,cancer_incidence_no_hiv,1963,0.0,0.0,0.018206709623336727
Baseline,cancer_incidence_no_hiv,1964,0.0,0.0,0.0
Baseline,cancer_incidence_no_hiv,1965,0.17418322712183,0.0,0.365757593512535
Baseline,cancer_incidence_no_hiv,1966,0.5120322331786156,0.32340649217367173,0.8488417506217957
Baseline,cancer_incidence_no_hiv,1967,0.6633687913417816,0.47944640517234804,1.3263641238212585
Baseline,cancer_incidence_no_hiv,1968,1.3636415228247643,0.7852772325277328,2.0122388735413548
Baseline,cancer_incidence_no_hiv,1969,2.33927783370018,1.8504665464162826,2.8924887895584104
Baseline,cancer_incidence_no_hiv,1970,3.4784321784973145,2.7103508949279784,4.196923840045929
Baseline,cancer_incidence_no_hiv,1971,3.388546533882618,2.7697320729494095,5.0914034068584435
Baseline,cancer_incidence_no_hiv,1972,4.862510085105896,3.8173994332551957,6.884049308300018
Baseline,cancer_incidence_no_hiv,1973,6.252725899219513,5.502437090873718,7.592320358753204
Baseline,cancer_incidence_no_hiv,1974,7.897802352905273,7.3417301893234255,8.534561240673066
Baseline,cancer_incidence_no_hiv,1975,7.922249674797058,6.6050256252288815,8.497345542907714
Baseline,cancer_incidence_no_hiv,1976,9.908616244792938,8.709709960222245,11.471317017078398
Baseline,cancer_incidence_no_hiv,1977,10.884704768657684,9.096126228570938,11.935993576049805
Baseline,cancer_incidence_no_hiv,1978,11.120092630386353,8.930886662006378,13.478023338317872
Baseline,cancer_incidence_no_hiv,1979,11.379553437232971,10.973140788078307,12.682056176662446
Baseline,cancer_incidence_no_hiv,1980,11.811336159706116,9.634043860435487,14.508880066871642
Baseline,cancer_incidence_no_hiv,1981,11.790962219238281,10.76284009218216,15.217448949813843
Baseline,cancer_incidence_no_hiv,1982,12.572441935539246,12.18688440322876,15.11188817024231
Baseline,cancer_incidence_no_hiv,1983,12.965595364570618,12.17346853017807,15.928574085235596
Baseline,cancer_incidence_no_hiv,1984,12.639197826385498,10.54954798221588,14.06001250743866
Baseline,cancer_incidence_no_hiv,1985,13.39478862285614,10.995018720626831,15.332564735412596
Baseline,cancer_incidence_no_hiv,1986,14.082024693489075,11.25229833126068,15.476980566978455
Baseline,cancer_incidence_no_hiv,1987,12.825138926506042,11.281715798377991,15.246998238563535
Baseline,cancer_incidence_no_hiv,1988,13.202159762382507,11.849056053161622,15.55527217388153
Baseline,cancer_incidence_no_hiv,1989,12.894611597061157,12.056899094581604,15.562328958511353
Baseline,cancer_incidence_no_hiv,1990,11.840482831001282,10.900205492973328,14.999433135986328
Baseline,cancer_incidence_no_hiv,1991,12.995441198348999,11.249684810638428,16.082158994674682
Baseline,cancer_incidence_no_hiv,1992,13.090129256248474,11.961394238471986,14.979932975769042
Baseline,cancer_incidence_no_hiv,1993,12.573779702186584,10.889874148368836,14.230125546455382
Baseline,cancer_incidence_no_hiv,1994,11.017624139785767,9.733617162704467,14.200791835784912
Baseline,cancer_incidence_no_hiv,1995,13.968883275985718,12.738982129096986,17.093661403656004
Baseline,cancer_incidence_no_hiv,1996,14.659639239311218,12.65046546459198,16.311517071723937
Baseline,cancer_incidence_no_hiv,1997,11.78909158706665,9.996447801589966,13.98873620033264
Baseline,cancer_incidence_no_hiv,1998,10.11492383480072,8.666725420951844,11.882917022705078
Baseline,cancer_incidence_no_hiv,1999,10.107530951499939,7.330282127857208,10.698722386360167
Baseline,cancer_incidence_no_hiv,2000,8.655275225639343,7.577189743518829,10.560857605934142
Baseline,cancer_incidence_no_hiv,2001,9.896250665187836,7.350418484210968,10.965485572814941
Baseline,cancer_incidence_no_hiv,2002,8.720434308052063,6.86555382013321,10.926146161556243
Baseline,cancer_incidence_no_hiv,2003,8.78242576122284,7.174784159660339,11.063437294960021
Baseline,cancer_incidence_no_hiv,2004,8.942303597927094,7.709042930603028,9.920470881462096
Baseline,cancer_incidence_no_hiv,2005,9.474394917488098,8.366484844684601,10.822848737239838
Baseline,cancer_incidence_no_hiv,2006,9.713983356952667,8.257569015026093,10.69156277179718
Baseline,cancer_incidence_no_hiv,2007,9.672194719314575,8.177838683128357,11.2239294052124
Baseline,cancer_incidence_no_hiv,2008,9.528286337852478,7.257627320289612,11.04876172542572
Baseline,cancer_incidence_no_hiv,2009,10.198660492897034,7.775241887569427,10.799549221992493
Baseline,cancer_incidence_no_hiv,2010,10.679266571998596,8.359713053703308,13.159446048736573
