bin,q1,med,q3,whislo,whishi
0,0.6029043444445095,0.6433459502064369,0.7037580673968047,0.5168105331190876,0.8349841581797655
1,0.045375759515604776,0.07683733988911426,0.0992723692335286,0.0004007282825578949,0.13134984875372643
2,0.11586263367620346,0.17177393982622952,0.2177739742118388,0.026151289675912327,0.29083684958829875
3,0.06171349023988893,0.09772734839245882,0.14167761939864512,0.0,0.24049302504487305
