bin,q1,med,q3,whislo,whishi
0,0.5288441526600469,0.5593363139492167,0.5928324436347675,0.4431459297428893,0.6843542697479862
1,0.13667390474794694,0.15349789933623487,0.17358892648507432,0.08349590583063064,0.2215549143844175
2,0.16649214548843752,0.18531744308643017,0.20081065570106976,0.11836735048913408,0.25165560611839827
3,0.06383396689107648,0.10990911991393346,0.1327958246417928,0.021198153514043996,0.19093986014612102
