bin,q1,med,q3,whislo,whishi
0,10.314627656660544,19.65985418646653,26.494942675372037,0.0,50.515139253066636
1,48.30648214717987,59.45235671561156,71.35783040799082,17.115773563398896,102.87867491141344
2,59.881459124529634,73.77024931529556,89.06638505943576,19.184835564248978,129.12472870217368
3,21.758087290532895,33.78402684539978,44.62297800356843,0.0,71.27590820270714
