bin,q1,med,q3,whislo,whishi
0,0.30409981144404313,0.32186912913126065,0.34153771837265146,0.26328853255191237,0.3973830931179915
1,0.12340346671017938,0.14011499078411122,0.1536940048933231,0.08283305782891015,0.1952093103012585
2,0.27185411216668814,0.28174375972364024,0.28936854052926925,0.2479077845086871,0.3155772206955668
3,0.2437212208268962,0.25921721086076527,0.2709774795101898,0.20572454119728845,0.2892173384425486
